bvp_mean,bvp_std,temp_mean,temp_std,acc_mag_mean,acc_mag_std,emotion
0.8097,20.1037,33.47,0.0179,64.5678,0.0,Shanta
-0.4255,14.6089,30.722,0.0098,63.1841,0.216,Shanta
0.0764,8.0037,32.13,0.0126,64.6009,1.0332,Bhayanaka
-0.1117,14.1031,33.446,0.0196,63.0532,0.133,Shanta
0.952,15.0771,33.1895,0.0199,65.211,0.4567,Bhayanaka
0.4644,17.2665,33.751,0.0118,62.9266,0.3838,Bhayanaka
-0.0568,4.8636,30.462,0.0098,62.9957,0.0967,Hasya
-1.5592,62.351,34.623,0.0158,63.4006,0.0395,Hasya
3.2512,44.8227,32.832,0.0117,62.9125,0.4988,Bhayanaka
-0.1544,3.989,32.966,0.015,64.9552,0.3126,Hasya
0.0568,4.545,33.41,0.0126,62.6999,0.3815,Hasya
-0.341,14.1739,31.596,0.0092,62.7278,0.1478,Shanta
0.3984,39.4273,29.916,0.0111,63.4544,6.2167,Shanta
1.7072,24.9079,33.622,0.0098,62.8431,0.4562,Bhayanaka
-0.6535,46.1697,34.762,0.0098,64.2165,3.3587,Shanta
0.0457,13.1869,32.968,0.006,62.7714,0.1265,Bhayanaka
0.0094,2.2387,31.074,0.008,62.5135,0.6849,Bhayanaka
-3.54,184.8267,34.814,0.008,62.4465,1.3714,Shanta
-0.187,5.0668,32.774,0.008,64.9698,0.3898,Hasya
-0.0436,35.2671,32.362,0.0194,63.079,2.4971,Bhayanaka
-0.5052,28.8656,34.994,0.0049,62.2677,0.4466,Hasya
0.04,14.2192,33.3655,0.0107,62.8681,0.3198,Shanta
0.3514,10.7784,32.83,0.0,64.8402,0.2611,Shanta
0.0461,13.561,32.5,0.019,64.7058,0.2807,Shanta
-0.2385,7.2571,33.559,0.0099,62.9997,0.2771,Shanta
0.035,6.2383,31.952,0.014,65.5532,7.5527,Bhayanaka
-0.3296,7.6694,32.255,0.0199,63.7292,0.3612,Shanta
-0.9433,41.8141,32.153,0.0046,63.8432,0.7063,Bhayanaka
0.2146,10.2782,30.738,0.016,64.379,0.3876,Hasya
0.3817,11.0653,32.507,0.0182,64.7861,0.4329,Shanta
-0.022,4.5003,33.033,0.0187,65.1252,0.2724,Hasya
0.0675,6.7838,32.9,0.0118,65.1,0.3794,Hasya
-0.3242,5.1062,32.764,0.0143,64.9915,0.377,Hasya
0.4874,13.8484,32.416,0.0092,62.901,0.7664,Bhayanaka
-0.1601,15.7708,34.415,0.0087,63.1414,0.4198,Shanta
0.6023,16.1692,33.554,0.008,66.6142,15.2249,Bhayanaka
-0.2416,2.8037,30.786,0.008,62.4672,0.6255,Bhayanaka
-0.0497,19.9259,32.016,0.0174,63.6806,0.4457,Bhayanaka
-0.085,5.2092,31.562,0.0098,65.3631,0.5685,Shanta
1.3506,69.8865,34.49,0.0,63.418,0.0114,Hasya
-0.3596,21.4042,31.402,0.0133,64.8884,0.0852,Shanta
-1.1827,18.0801,32.835,0.005,62.9692,0.8718,Bhayanaka
0.0513,5.0366,33.39,0.0,62.8404,0.0695,Hasya
0.0626,3.83,33.019,0.0236,65.1682,0.3516,Hasya
-0.1015,10.3715,31.962,0.0098,64.32,0.5132,Hasya
-0.2069,14.0204,33.137,0.0095,62.8675,0.2132,Bhayanaka
5.14,90.5263,33.7035,0.0188,63.7641,4.8361,Shanta
-2.1584,57.9705,32.72,0.0219,65.2146,3.8696,Shanta
0.2789,42.0082,31.854,0.015,63.2714,1.9712,Shanta
1.26,99.4975,34.084,0.0111,62.5307,0.5435,Bhayanaka
0.3011,57.9552,32.754,0.008,64.2448,0.1577,Hasya
0.1934,7.7826,33.139,0.0217,65.1931,0.2665,Shanta
0.1559,14.2897,31.95,0.0126,64.1764,0.3492,Hasya
-0.1436,14.6308,31.11,0.0126,62.87,6.1633,Bhayanaka
-2.4673,20.9616,32.505,0.0128,65.3712,8.5019,Bhayanaka
-0.7258,19.9009,31.27,0.0,63.1375,0.3175,Shanta
-0.5086,15.2985,34.2025,0.013,63.1447,0.4065,Hasya
1.4573,26.7529,31.758,0.016,63.1534,3.9762,Hasya
-0.5877,16.7993,33.463,0.0158,64.4172,0.1797,Shanta
-0.5623,13.6983,30.186,0.008,62.3165,0.5186,Bhayanaka
-0.2386,5.8294,31.002,0.0098,62.8318,0.111,Shanta
-0.3039,22.5893,33.487,0.009,62.9677,1.2718,Bhayanaka
-0.1737,6.3649,31.93,0.0126,64.472,0.4461,Hasya
-1.2304,49.6536,33.09,0.0,65.2272,5.6249,Shanta
-0.2698,10.6254,32.49,0.011,63.4976,0.3695,Bhayanaka
-0.4459,23.2909,33.724,0.0156,62.7119,0.3431,Shanta
0.0738,20.5969,33.474,0.008,63.1229,1.0046,Bhayanaka
0.1852,2.8045,30.886,0.0196,62.426,0.6789,Bhayanaka
-0.9409,19.54,33.471,0.0044,64.5518,0.0747,Shanta
0.0213,8.5351,33.911,0.0173,62.7827,0.0878,Shanta
-0.1804,15.4833,29.67,0.0,63.3048,1.3797,Shanta
0.5042,10.3776,31.208,0.014,63.1122,0.1266,Hasya
0.2168,8.4545,33.099,0.0099,64.6221,0.0907,Shanta
-5.497,41.3736,33.407,0.0145,62.9005,0.2912,Shanta
-0.0673,19.429,30.718,0.016,63.1374,0.3847,Shanta
-0.035,2.7739,30.774,0.008,62.415,0.6348,Bhayanaka
-1.3712,21.6785,32.516,0.0191,62.7884,0.5176,Bhayanaka
-0.4703,28.336,33.716,0.0196,63.2955,0.2593,Shanta
-0.4088,9.546,32.227,0.0281,64.2869,0.5426,Bhayanaka
0.1171,13.6779,34.175,0.0087,62.869,0.2941,Hasya
-1.7769,50.6898,32.41,0.0179,64.4706,0.8987,Bhayanaka
0.0936,20.4773,33.038,0.0098,63.9942,0.6593,Shanta
0.3153,9.7792,31.99,0.0,64.3459,0.602,Hasya
0.273,10.0686,30.185,0.0087,62.3134,0.3229,Bhayanaka
-0.621,28.0267,34.12,0.0161,62.978,1.05,Shanta
-0.6008,27.0971,32.152,0.004,65.0061,1.6671,Shanta
-1.0229,20.5403,34.386,0.015,63.2217,0.5327,Hasya
0.2528,10.1987,33.054,0.008,64.9541,0.1217,Shanta
-0.2494,9.834,34.315,0.0153,62.7731,0.0327,Shanta
-0.2668,19.5169,31.861,0.0161,64.3659,0.5805,Hasya
-1.971,30.3065,33.408,0.006,63.1573,2.0866,Hasya
2.4508,38.7532,32.661,0.0104,64.6509,1.0663,Bhayanaka
0.2079,6.5337,33.11,0.0,63.1485,0.375,Hasya
1.3113,96.0304,34.43,0.0,63.1858,0.3034,Hasya
0.4081,41.7513,32.1475,0.0109,64.6287,0.9824,Shanta
-0.1144,12.6831,30.716,0.0128,62.5118,0.3708,Hasya
-0.7572,71.2919,33.754,0.015,63.8415,6.0801,Bhayanaka
-0.2465,152.7904,30.2,0.0118,64.5254,12.5846,Bhayanaka
0.0143,3.8503,32.406,0.008,62.7402,0.4262,Hasya
2.5533,78.296,32.402,0.0133,64.3644,0.7779,Bhayanaka
0.8229,8.6717,33.078,0.0098,62.8178,0.1173,Hasya
0.0855,3.5431,29.962,0.0098,62.8483,0.4256,Hasya
-0.213,6.0674,30.048,0.0125,62.3583,0.2471,Shanta
-0.6838,42.4304,32.792,0.006,64.385,1.1969,Hasya
-0.2348,9.7199,31.9915,0.0036,64.356,0.4669,Hasya
-1.5541,22.3213,32.438,0.0098,62.9026,1.017,Bhayanaka
-1.5778,62.2276,34.424,0.0169,63.1271,0.0014,Hasya
0.0044,32.7825,34.986,0.008,63.0103,0.0787,Hasya
-0.329,17.7223,31.758,0.0098,63.9077,0.3775,Hasya
1.7618,34.2943,34.574,0.015,63.2434,2.9245,Shanta
-0.1821,16.2925,29.994,0.008,62.9284,0.6988,Bhayanaka
-0.0461,10.459,31.132,0.0209,63.4799,0.3105,Hasya
-4.0537,107.1547,32.52,0.0261,64.1517,10.491,Bhayanaka
3.2604,193.8553,35.5325,0.0109,63.0198,1.4067,Shanta
0.6349,25.3477,33.6595,0.0147,62.9769,0.6885,Shanta
0.2242,6.1748,31.878,0.0098,64.4875,0.1137,Hasya
-0.0324,2.2803,30.07,0.0126,62.8864,0.2319,Hasya
1.8688,32.6118,34.808,0.014,63.049,0.4417,Shanta
0.0124,30.532,32.063,0.0114,65.3176,2.3902,Bhayanaka
-0.1894,13.9619,32.987,0.0105,64.2384,0.7912,Bhayanaka
1.3469,24.4376,33.27,0.0,62.7381,0.7314,Bhayanaka
-0.1265,8.0464,30.211,0.0044,62.6882,0.4248,Bhayanaka
-1.0456,61.4164,33.5025,0.0122,65.2672,3.9014,Shanta
0.1307,85.6773,34.374,0.008,63.4808,5.7387,Shanta
-0.6048,24.1658,30.302,0.0098,63.7002,0.1265,Shanta
-0.1819,7.7434,35.176,0.008,62.9325,0.4324,Shanta
-0.2226,14.9856,34.618,0.016,63.1445,0.2053,Shanta
1.0081,10.9611,32.325,0.0116,64.3997,0.5241,Bhayanaka
4.8725,110.4588,32.659,0.0114,63.9326,20.9344,Bhayanaka
3.7409,32.8832,32.481,0.0114,65.1206,2.9942,Bhayanaka
-5.0937,62.5943,32.487,0.0071,65.2911,3.2261,Bhayanaka
-0.1064,6.4242,31.964,0.0156,64.6589,0.2686,Bhayanaka
0.0735,2.2658,31.984,0.0174,64.67,1.0044,Bhayanaka
-0.3552,14.5976,32.04,0.01,63.5792,0.3829,Bhayanaka
2.3603,58.5325,33.416,0.0092,63.0354,1.8237,Shanta
-0.6522,29.8572,32.62,0.01,64.5482,0.7796,Bhayanaka
0.4317,13.2194,29.932,0.0125,62.7337,0.3197,Shanta
-0.3773,21.4759,32.536,0.0092,63.0317,2.9291,Bhayanaka
-0.5845,30.5359,33.06,0.01,64.3296,0.6604,Shanta
-0.1052,11.881,33.598,0.0098,62.539,0.1914,Shanta
1.1627,16.146,33.112,0.0087,65.2644,0.533,Bhayanaka
0.2445,55.2453,32.746,0.008,64.1606,0.3354,Hasya
-0.4474,12.5988,34.1595,0.0022,63.3475,0.3075,Hasya
-7.2806,188.363,33.853,0.0274,63.5543,0.8757,Shanta
-0.3587,8.6053,31.985,0.0087,64.2979,0.4193,Hasya
0.4402,27.2013,30.822,0.0098,63.5685,5.8736,Shanta
-0.6177,133.5428,32.622,0.0098,63.3957,5.726,Bhayanaka
-0.3533,52.9464,35.609,0.0173,62.9954,0.3107,Shanta
-3.7707,43.1296,32.824,0.0092,64.6866,0.447,Shanta
-1.4185,24.3775,33.414,0.012,63.3333,0.0382,Hasya
0.0448,9.8054,30.112,0.0087,63.2096,0.3781,Shanta
0.0178,10.0772,29.108,0.0087,62.8633,0.3892,Shanta
4.1636,121.9389,34.078,0.0098,62.8787,1.8751,Bhayanaka
0.1791,168.8946,30.146,0.008,65.7801,17.0249,Bhayanaka
-0.4176,15.9281,31.722,0.0098,62.1817,0.2863,Hasya
0.5909,11.2181,30.828,0.0154,63.5667,0.3375,Shanta
0.4373,27.3384,32.846,0.012,62.8783,0.8572,Bhayanaka
-0.4701,19.8259,33.416,0.0128,63.312,0.0862,Hasya
-0.0576,22.5186,32.446,0.012,62.957,1.1721,Bhayanaka
-0.0639,13.9927,29.446,0.015,62.6805,0.3511,Shanta
0.1939,5.0394,30.47,0.0179,62.9138,0.0797,Hasya
-0.1265,4.1204,30.431,0.0173,63.3471,0.1118,Hasya
0.0104,2.7227,30.002,0.0098,62.8152,0.3676,Hasya
0.0295,72.119,33.149,0.013,62.9726,1.7247,Bhayanaka
0.2016,70.2002,32.624,0.0156,63.8047,12.2508,Bhayanaka
-0.0065,8.0378,32.136,0.0143,65.3552,0.4209,Bhayanaka
1.5947,48.8314,34.933,0.0071,63.0163,0.1108,Hasya
-0.1366,14.8886,34.421,0.0099,63.1048,0.4397,Shanta
-0.7243,23.8152,33.458,0.0098,63.3976,0.1351,Hasya
-3.3104,59.5031,34.96,0.01,62.7478,1.3767,Shanta
0.0083,19.7977,34.277,0.0114,63.301,0.2486,Shanta
2.3754,69.8182,33.474,0.008,64.4027,4.4618,Shanta
-0.7205,18.9234,33.53,0.0,62.4215,3.1666,Hasya
-0.9906,28.6235,33.796,0.0092,62.4993,0.2742,Shanta
0.0611,5.6304,32.824,0.012,64.9126,0.3009,Hasya
-0.1913,13.2766,30.82,0.01,63.036,0.2614,Shanta
-0.2138,10.8671,31.13,0.0179,63.4831,0.338,Hasya
-1.2605,34.2487,33.734,0.012,62.7607,0.2444,Shanta
-0.1834,7.7188,30.216,0.0111,62.6777,0.4675,Bhayanaka
0.8433,29.1713,33.462,0.0199,63.1468,0.5672,Shanta
-0.3119,12.4102,31.786,0.008,62.2658,0.36,Hasya
0.0221,5.4523,30.954,0.015,64.0703,0.5428,Hasya
-1.7872,174.3387,30.276,0.0143,65.3714,11.8824,Bhayanaka
0.8334,26.6231,33.418,0.0098,63.072,0.295,Hasya
-0.0616,12.0929,30.129,0.0044,62.84,0.3306,Bhayanaka
0.39,59.8436,34.421,0.0148,63.1275,0.0021,Hasya
0.097,24.1286,35.132,0.0154,63.1674,0.4098,Shanta
0.7932,16.6386,31.744,0.0143,64.5015,0.2101,Shanta
0.8255,30.6526,30.21,0.0,63.0936,2.6004,Hasya
0.0831,6.7104,31.916,0.0092,64.5756,0.4683,Bhayanaka
0.423,8.8418,32.437,0.0095,64.2402,0.3988,Bhayanaka
-1.0119,69.5488,34.884,0.0092,63.3592,5.8011,Shanta
0.0755,38.289,31.758,0.0098,62.3932,2.4582,Hasya
-1.2226,26.6933,33.458,0.016,63.2588,0.2269,Hasya
0.1113,34.6629,32.892,0.006,64.6829,0.8278,Shanta
-0.673,16.1761,33.191,0.0161,63.554,0.6666,Bhayanaka
-0.0224,15.8234,34.154,0.0049,63.2869,0.33,Hasya
0.6079,9.0201,32.889,0.0118,65.0219,0.5866,Bhayanaka
0.3677,16.9035,33.169,0.0099,62.9258,0.2726,Bhayanaka
0.0187,2.7978,33.05,0.0,64.6047,3.4319,Bhayanaka
0.2739,6.8586,30.014,0.008,62.8184,0.3886,Shanta
-0.8546,23.5455,32.852,0.0147,62.8651,0.814,Bhayanaka
-0.0939,19.823,31.122,0.0098,63.3554,5.0985,Bhayanaka
0.115,5.829,31.991,0.003,64.5519,0.5765,Bhayanaka
0.1236,3.694,32.778,0.016,64.9517,0.37,Hasya
-1.5913,105.0624,30.095,0.0153,64.3781,16.5383,Bhayanaka
-0.3722,17.6621,32.445,0.014,64.3454,0.2694,Shanta
0.4183,5.2528,32.978,0.0098,64.9713,0.9554,Bhayanaka
1.566,51.0005,33.148,0.0098,63.0173,1.7304,Bhayanaka
-0.5587,18.5784,33.474,0.008,64.5604,0.0704,Shanta
2.1178,39.5539,32.79,0.0,64.4902,1.4378,Hasya
-1.8763,63.8117,32.478,0.0098,64.8984,2.2551,Bhayanaka
0.0267,6.7103,30.58,0.01,65.528,0.3449,Shanta
-5.5729,58.6745,33.861,0.0184,62.9882,1.177,Shanta
-1.5481,16.7549,31.574,0.008,65.4504,0.4246,Shanta
0.0025,30.5836,33.574,0.012,63.3602,2.5191,Bhayanaka
-0.0278,13.8684,33.123,0.0114,62.9357,0.2055,Bhayanaka
-1.5968,64.3754,32.1475,0.0109,65.5169,8.997,Bhayanaka
0.2764,40.6913,32.841,0.0104,64.4437,0.2799,Hasya
0.4435,21.2871,32.946,0.008,65.1813,0.3442,Shanta
-0.3619,16.882,31.9895,0.0107,64.5991,0.3103,Hasya
0.3959,15.6895,30.151,0.0118,62.3708,1.21,Bhayanaka
-0.2653,32.4403,33.532,0.006,63.3255,1.6743,Hasya
-0.0182,5.8177,31.79,0.0,65.3478,0.447,Shanta
-0.1956,6.3664,33.274,0.015,62.7003,0.1074,Hasya
-0.131,3.6213,33.0175,0.0205,65.0089,0.308,Hasya
0.8641,34.9283,32.832,0.004,64.9866,2.7578,Bhayanaka
-0.1925,14.4844,34.008,0.0183,63.204,0.6423,Shanta
0.1924,15.2345,33.546,0.015,62.7818,0.521,Bhayanaka
0.0972,1.8551,32.57,0.0126,65.5254,0.6595,Bhayanaka
3.1578,26.9673,32.327,0.0119,62.5806,0.9561,Hasya
0.0652,2.1134,30.734,0.008,62.4183,0.605,Bhayanaka
0.5811,6.8444,30.205,0.0087,63.0657,0.0091,Hasya
-0.294,7.5145,33.138,0.0098,62.7932,0.2485,Hasya
-0.0932,5.1174,30.158,0.0098,62.9344,0.3849,Shanta
9.9071,150.1298,33.731,0.0134,62.5742,0.4437,Bhayanaka
-0.4822,7.8512,30.856,0.022,63.9455,0.3319,Hasya
-0.0772,15.5369,34.248,0.0154,63.2311,0.3491,Shanta
0.1385,30.3279,33.532,0.0223,62.9884,0.6038,Hasya
-1.1334,16.3796,35.686,0.012,63.4721,0.8653,Shanta
-1.4541,68.5904,34.746,0.015,63.2793,3.6638,Shanta
-2.4709,82.7817,32.394,0.008,64.4259,1.6088,Bhayanaka
-0.99,50.6696,32.27,0.0,64.4006,0.949,Bhayanaka
-0.151,2.9611,30.421,0.0195,62.8776,0.468,Shanta
-1.3763,29.9184,30.7,0.01,62.6856,0.8727,Hasya
-0.0297,2.8007,31.51,0.0126,65.6388,0.379,Shanta
0.2382,29.4528,34.318,0.016,64.9232,0.4182,Shanta
0.4274,6.0104,33.43,0.0126,65.125,0.4464,Shanta
2.4467,41.2583,33.178,0.0183,62.8785,1.5799,Bhayanaka
-0.3152,9.9768,33.655,0.0092,62.9139,0.3855,Bhayanaka
0.2893,13.3853,31.65,0.0219,62.9016,0.3585,Hasya
-1.4279,24.5732,33.518,0.0147,62.8534,0.3978,Hasya
-6.4736,85.7202,32.25,0.0,64.4455,0.858,Bhayanaka
-0.35,25.5295,34.382,0.016,63.3431,1.8709,Hasya
2.2925,103.0569,34.346,0.012,63.386,3.1157,Shanta
-0.9525,28.7346,32.679,0.0044,65.0443,7.9679,Bhayanaka
0.0878,3.9242,31.988,0.0098,64.6028,0.6018,Bhayanaka
0.3941,28.7907,32.83,0.0,62.8497,0.5488,Bhayanaka
-0.3895,9.2057,31.044,0.0156,63.2297,0.0,Hasya
-0.9505,22.3706,33.804,0.0156,63.0635,0.3249,Shanta
1.5573,29.1337,32.64,0.0118,65.0509,7.2007,Bhayanaka
0.6097,18.178,32.458,0.0133,63.483,0.4531,Bhayanaka
0.6351,13.4605,35.84,0.0,63.383,0.7208,Shanta
-0.0334,6.9394,29.834,0.008,63.4783,0.0542,Shanta
-0.2986,24.1461,31.182,0.0098,63.0773,0.1483,Shanta
-0.1325,4.0034,29.91,0.0126,62.8673,0.3548,Hasya
-0.0639,6.1706,31.946,0.008,64.3672,0.3924,Hasya
0.2749,17.7776,32.964,0.0092,62.7249,0.2678,Bhayanaka
0.5951,68.8358,33.88,0.0118,62.8823,0.5805,Bhayanaka
-0.2978,6.6458,32.338,0.004,64.0819,0.0501,Shanta
-0.0559,3.5869,30.178,0.0098,62.7635,0.3522,Hasya
1.2775,54.8832,32.975,0.0163,63.0077,3.355,Bhayanaka
0.2434,4.9211,30.27,0.0,62.8803,0.2397,Hasya
-0.3219,47.6358,31.738,0.0098,62.9884,2.5748,Hasya
-0.2417,15.8094,33.152,0.004,62.7416,0.5506,Bhayanaka
0.9331,120.2371,34.984,0.0191,64.3014,6.8311,Hasya
-0.2972,10.8288,30.694,0.015,62.4527,0.8272,Bhayanaka
-0.6106,16.1199,29.51,0.0,63.2003,0.3964,Shanta
0.4332,33.4321,32.798,0.0133,62.9107,0.7928,Bhayanaka
-0.1302,11.5693,33.174,0.0092,63.313,3.4792,Bhayanaka
0.4117,55.3966,32.024,0.012,63.8554,3.4083,Bhayanaka
-0.4815,30.4077,31.094,0.008,65.2168,7.0776,Shanta
-0.6991,11.3385,33.386,0.008,62.6818,0.6745,Bhayanaka
-2.4995,52.7166,32.756,0.0092,64.247,0.18,Hasya
-2.0283,35.1165,32.498,0.004,62.8092,4.6033,Bhayanaka
0.8703,10.3345,34.208,0.016,62.5027,0.18,Shanta
-0.085,15.0964,32.72,0.01,65.7746,6.3243,Bhayanaka
0.0586,13.3425,30.876,0.0092,62.9934,0.2419,Shanta
0.8321,30.7511,34.03,0.0,63.5443,0.3025,Hasya
0.2326,7.2391,32.62,0.01,62.7321,0.3799,Bhayanaka
-0.2085,17.8546,33.176,0.008,62.9874,0.3849,Bhayanaka
-7.4752,68.1212,32.954,0.008,64.2232,15.4042,Bhayanaka
-9.1413,268.3324,33.6965,0.0149,62.5113,0.5149,Bhayanaka
-0.1846,12.508,31.69,0.0179,62.9009,0.4604,Hasya
-0.096,15.1845,30.437,0.0095,63.076,3.1686,Hasya
-0.3167,17.489,34.246,0.015,63.2603,0.3164,Shanta
-0.5426,41.9048,34.863,0.0203,63.3558,0.0498,Hasya
1.7694,106.6191,33.751,0.0173,62.6985,0.498,Bhayanaka
-0.0783,5.279,30.944,0.0128,64.4587,0.3882,Hasya
-3.4813,94.4236,34.435,0.0087,63.1435,0.0784,Hasya
0.0037,15.7232,33.3535,0.0149,64.8839,0.0406,Shanta
-0.2342,5.994,32.889,0.0044,65.0816,0.345,Hasya
0.1352,6.0506,31.53,0.0126,65.2747,0.4639,Shanta
-0.1004,7.202,29.839,0.0099,63.4504,0.1257,Shanta
-0.2682,5.8479,32.274,0.008,64.6155,0.5478,Bhayanaka
-0.1023,13.9237,34.4785,0.0213,63.2274,0.2472,Shanta
0.1606,7.1663,32.384,0.0128,62.7704,0.4093,Hasya
-4.0207,26.0118,31.462,0.0098,62.569,0.4258,Shanta
-3.5605,55.3016,32.622,0.016,63.0914,2.6507,Bhayanaka
0.9157,13.1768,34.398,0.0098,63.2267,0.3168,Hasya
0.0184,2.9461,30.818,0.0098,62.438,0.6891,Bhayanaka
-0.3566,28.5223,32.795,0.0166,66.7397,11.4006,Bhayanaka
5.4075,99.849,32.764,0.0128,65.5873,7.2523,Hasya
-0.3507,32.4695,32.97,0.0,64.4703,0.7271,Shanta
-0.0994,15.9606,30.098,0.016,62.7265,2.1969,Hasya
2.3267,83.6262,32.33,0.0077,64.4891,1.9365,Bhayanaka
-0.2572,35.0109,34.418,0.016,64.2221,0.1831,Shanta
1.1007,14.3355,35.88,0.0268,63.3498,2.9129,Shanta
0.2741,14.2564,30.846,0.008,62.9431,0.3611,Shanta
0.7972,23.495,34.9,0.0134,62.4925,0.3758,Hasya
0.533,15.6283,34.148,0.0098,63.2624,0.348,Hasya
-0.5228,26.0325,33.059,0.0161,62.9446,0.2433,Bhayanaka
-0.2155,43.4154,32.794,0.008,64.4423,1.1265,Hasya
0.2337,13.6906,34.336,0.0049,63.2851,0.0,Hasya
-0.1158,14.6114,34.078,0.0271,62.9465,0.5729,Shanta
1.898,29.2345,32.402,0.0098,64.7386,0.6038,Hasya
5.4531,90.1808,33.697,0.0179,63.2383,3.4407,Shanta
-0.0418,5.1747,33.14,0.01,63.9297,0.2711,Shanta
0.895,12.8174,33.315,0.0087,62.7094,0.1074,Shanta
-0.2194,2.8453,29.958,0.0098,62.8301,0.3602,Hasya
-1.3582,84.1204,32.448,0.006,64.4242,0.6098,Bhayanaka
0.0674,4.2784,30.493,0.0145,63.3639,0.0221,Hasya
3.5399,90.1785,34.428,0.0227,63.9882,15.1849,Bhayanaka
0.4133,41.3006,35.754,0.008,63.613,4.4884,Shanta
-0.5253,9.3402,33.094,0.008,62.8429,0.1295,Hasya
-2.6817,80.1738,32.317,0.011,68.858,24.4976,Bhayanaka
-0.2683,5.9767,33.134,0.008,62.7484,0.1215,Hasya
-0.4966,12.531,30.218,0.0098,62.841,0.0616,Bhayanaka
0.0363,51.1905,33.226,0.012,63.0322,2.0557,Bhayanaka
-0.4382,7.0953,34.0045,0.0132,63.9814,0.1611,Shanta
0.0093,13.0799,31.722,0.016,62.6609,0.4142,Hasya
-1.0359,18.3002,33.175,0.0169,63.2082,0.4209,Shanta
-0.7421,71.4632,32.444,0.0092,64.418,0.9834,Bhayanaka
-0.0473,5.425,30.202,0.0098,63.0697,0.0787,Hasya
-1.0327,38.5119,33.493,0.009,63.1449,0.4165,Hasya
0.0445,60.9786,33.409,0.0118,64.5219,2.163,Shanta
-4.0319,58.4341,32.772,0.006,64.2793,0.2927,Hasya
0.5719,121.0146,32.694,0.0206,63.2388,9.4168,Bhayanaka
-0.1036,5.8334,32.888,0.0178,65.088,0.3693,Hasya
1.6618,46.4732,33.234,0.008,63.0741,5.8369,Bhayanaka
0.0322,3.6932,33.0205,0.0199,64.9577,0.4296,Hasya
0.0012,4.3295,31.738,0.0098,65.5239,0.4604,Shanta
-0.4971,11.6067,31.048,0.0108,63.2093,0.1068,Hasya
0.2493,21.4629,32.42,0.01,62.8947,0.7993,Bhayanaka
-1.1529,32.1734,32.6835,0.0171,65.0455,8.1819,Bhayanaka
11.9276,198.8866,33.6995,0.0143,62.6063,0.6708,Bhayanaka
-0.7433,27.1496,32.192,0.0147,64.9551,0.5255,Shanta
0.4887,36.5756,33.074,0.008,62.8956,1.5728,Shanta
0.3652,20.283,31.398,0.0098,65.0996,0.4674,Shanta
0.0269,9.2376,34.286,0.015,63.0575,0.4457,Shanta
-0.5706,14.6357,32.506,0.012,65.4055,8.4769,Bhayanaka
-0.1029,5.9396,32.325,0.0128,62.4059,0.1838,Hasya
-0.7389,14.1279,30.746,0.008,63.2422,0.315,Shanta
0.2844,41.5746,32.844,0.0136,64.4335,0.3313,Hasya
-0.5876,23.4527,32.754,0.015,65.3848,0.7532,Shanta
-0.2188,13.4994,35.3485,0.0162,63.5225,0.3784,Shanta
1.212,110.7519,32.436,0.0092,64.4711,1.9443,Bhayanaka
-0.0099,11.8557,34.118,0.016,62.9918,0.1369,Hasya
-0.4166,25.5267,32.098,0.0098,63.5602,0.5325,Shanta
0.1633,29.6824,32.892,0.006,64.7,0.3433,Shanta
0.1085,25.7908,33.804,0.0092,62.5712,0.4222,Shanta
0.3362,14.4991,34.134,0.015,63.0627,0.1944,Hasya
-0.3189,21.6241,32.822,0.0098,65.4788,0.5854,Shanta
-1.3757,178.9491,34.798,0.016,64.0438,6.2049,Shanta
-1.4776,30.8455,32.167,0.0123,65.4885,4.3495,Bhayanaka
-0.2355,205.3446,32.334,0.0049,62.6389,1.0302,Hasya
-1.4333,22.0474,30.852,0.006,62.4492,0.3965,Hasya
0.6668,57.5729,32.091,0.0118,63.4105,1.6536,Shanta
-0.3378,21.0978,33.25,0.0,66.951,14.9079,Bhayanaka
0.2607,2.9701,32.907,0.0071,64.7419,0.3556,Hasya
0.023,7.4384,31.961,0.0161,64.4061,0.4656,Hasya
0.2286,72.5808,33.511,0.0158,62.8365,0.8185,Bhayanaka
0.0265,27.1382,33.19,0.0173,62.903,1.4534,Bhayanaka
-0.4896,27.071,32.858,0.0147,62.8989,0.8188,Bhayanaka
-0.468,14.3131,34.338,0.004,63.2788,0.0784,Hasya
-1.0415,71.9888,34.0035,0.0159,63.3421,3.4292,Bhayanaka
-1.7532,76.6017,32.691,0.0202,62.9618,8.993,Bhayanaka
-4.3244,113.2775,34.416,0.0156,63.1772,10.8108,Bhayanaka
0.0052,15.8338,34.14,0.0126,63.1395,0.1644,Hasya
-0.2536,7.6149,32.172,0.0098,65.5372,0.1645,Bhayanaka
-0.0755,3.6875,32.838,0.004,65.3983,1.4655,Bhayanaka
-0.827,31.8051,33.062,0.0098,64.2681,0.4425,Shanta
-0.2058,6.1328,30.916,0.0156,64.5564,0.2974,Hasya
-0.0943,9.282,31.052,0.014,63.2131,0.1047,Hasya
-3.1161,146.7282,34.0235,0.0224,62.4148,0.455,Bhayanaka
-0.0452,7.037,30.742,0.016,63.975,0.3917,Shanta
0.9588,89.5401,30.282,0.0098,66.9154,13.3063,Bhayanaka
-0.5466,22.2459,33.3535,0.0149,64.8756,0.1245,Shanta
-1.1358,29.4112,31.786,0.015,63.8207,6.7931,Hasya
